shipment_id,order_id,carrier,tracking_number,shipped_date,delivered_date,destination,shipping_address,shipping_cost,weight,status,address_validated
178,284,FedEx,d4adc7f9-f1ff-471b-9,2025-06-24,2025-06-27,Los Angeles,"553 Broadway, Philadelphia, PA 45720",49.61,5.8,delivered,FALSE
179,285,DHL,94fb4736-e944-4269-8,2025-08-29,,Los Angeles,"166 Main St, Houston, TX 98294",35.03,7.59,in-transit,TRUE
180,286,UPS,065f535a-ad0d-4140-b,2025-06-11,2025-06-12,Los Angeles,"575 Main St, Chicago, IL 30517",17.92,6.15,delivered,TRUE
181,288,UPS,14fadd43-9e64-481a-a,2025-11-03,2025-11-10,New York,"699 Main St, New York, NY 17944",46.82,0.73,delivered,TRUE
182,290,DHL,09edb518-20b6-46de-9,2025-10-29,2025-11-04,Philadelphia,"26 Oak Ave, Los Angeles, CA 78512",33.58,1.2,delivered,TRUE
183,291,UPS,251a5a60-bec8-4ec8-a,2025-10-08,2025-10-14,Phoenix,"348 Main St, Houston, TX 68954",6.26,7.11,delivered,TRUE
184,292,FedEx,fa76398f-6034-441f-a,2025-09-07,2025-09-14,Dallas,"115 Main St, San Antonio, TX 18361",16.78,6.79,delivered,TRUE
185,294,FedEx,86a058f6-4505-45e7-9,2025-05-28,2025-06-03,Phoenix,"177 Market St, New York, NY 55443",9.01,7.22,delivered,TRUE
186,295,UPS,98c11af5-7a74-469e-8,2025-07-25,2025-07-30,Phoenix,"244 Main St, New York, NY 14117",44.44,2.03,delivered,TRUE
187,296,USPS,085efa6a-1da2-4d08-a,2025-09-10,2025-09-14,Philadelphia,"898 Broadway, Phoenix, AZ 55071",30.66,8.36,delivered,TRUE
188,297,USPS,ead6856a-4e96-4e89-8,2025-09-07,,Philadelphia,"838 Oak Ave, San Jose, CA 67366",6.57,3.86,in-transit,TRUE
189,299,UPS,9dab88a3-3aa5-4332-a,2025-07-18,,Los Angeles,"812 Market St, San Jose, CA 88146",30.82,4.69,in-transit,TRUE
190,301,DHL,7847d6a1-8d89-417f-9,2025-08-23,2025-08-27,New York,"683 Market St, San Jose, CA 19120",42.28,5.88,delivered,TRUE
191,302,DHL,5b19a864-5a79-4cf6-8,2025-06-03,2025-06-04,San Antonio,"104 Random Rd, San Antonio",31.41,1.3,delivered,TRUE
192,304,USPS,6b38eb8b-444a-4c6a-a,2025-05-29,2025-05-30,Chicago,"882 Market St, Chicago, IL 74414",40.47,5.65,delivered,TRUE
193,307,USPS,abbba4f7-3ceb-4f8a-b,2025-07-09,2025-07-12,Philadelphia,"377 Market St, New York, NY 23432",29.21,1.77,delivered,TRUE
194,309,FedEx,db1cf418-d883-4d1a-b,2025-07-20,,San Antonio,"540 Broadway, Houston, TX 76784",44.88,4.28,in-transit,TRUE
195,310,DHL,ed96d847-f1a9-43a4-8,2025-10-13,2025-10-20,Philadelphia,"281 Market St, Houston, TX 27154",30.35,6.78,delivered,TRUE
196,311,UPS,b1eaad9b-af27-4124-9,2025-08-28,,San Antonio,"917 Random Rd, San Antonio",43.29,6.52,in-transit,TRUE
197,312,FedEx,a4f65f36-6dc0-4bf7-b,2025-07-14,,New York,"21 Random Rd, New York",37.02,3.67,in-transit,TRUE
198,313,USPS,a6afc279-370f-4f6a-8,2025-07-29,2025-07-30,San Jose,"795 Pine Rd, Phoenix, AZ 31992",21.44,5.95,delivered,TRUE
199,314,DHL,b0d112a1-373d-4d52-9,2025-07-21,2025-07-22,Philadelphia,"32 Market St, Phoenix, AZ 45976",14.25,2.76,delivered,TRUE
200,315,DHL,a2949ce4-7106-4c98-8,2025-09-18,2025-09-23,Philadelphia,"453 Broadway, Chicago, IL 17263",14.02,4.87,delivered,TRUE
201,316,UPS,ec3553cb-b157-4ed8-a,2025-10-31,2025-11-06,Phoenix,"372 Oak Ave, Chicago, IL 34530",15.92,5.5,delivered,TRUE
202,317,UPS,6a72a0ba-bc6b-453d-8,2025-08-21,2025-08-26,San Diego,"946 Oak Ave, San Diego, CA 89220",10.08,5.26,delivered,TRUE
203,319,UPS,1d415dc8-483a-4e9f-a,2025-07-11,2025-07-17,Los Angeles,"931 Broadway, San Antonio, TX 34914",37.44,2.49,delivered,TRUE
204,320,FedEx,542473bc-bbbe-4e95-9,2025-05-17,2025-05-23,Chicago,"653 Main St, Chicago, IL 92242",14.09,2.81,delivered,TRUE
205,323,UPS,820124f4-462e-41e5-a,2025-07-01,2025-07-07,San Diego,"569 Market St, Philadelphia, PA 23294",35.11,8.81,delivered,TRUE
206,325,DHL,dea5be25-36a2-4e51-8,2025-08-06,2025-08-10,Dallas,"981 Oak Ave, Chicago, IL 37772",39.73,4.28,delivered,TRUE
207,329,UPS,0b2469de-2e81-47ac-a,2025-05-29,2025-06-02,San Jose,"681 Market St, Houston, TX 61856",42.88,7.3,delivered,TRUE
208,331,FedEx,6369b6b9-7bd0-42f4-a,2025-09-29,,Chicago,"933 Broadway, Chicago, IL 80685",38.14,8.34,in-transit,TRUE
209,332,USPS,63c1b73f-3ebd-4c79-a,2025-06-27,2025-06-28,Phoenix,"298 Random Rd, Phoenix",34.65,7.22,delivered,TRUE
210,334,UPS,2f9b312c-82f9-4ccd-a,2025-11-02,2025-11-07,San Diego,"482 Pine Rd, Houston, TX 70236",23.69,2.7,delivered,TRUE
211,337,USPS,88472427-1fbe-4edf-a,2025-06-30,2025-07-07,New York,"873 Broadway, Phoenix, AZ 51144",48.76,6.75,delivered,TRUE
212,338,UPS,b4713747-2736-4fc1-8,2025-10-06,2025-10-11,New York,"540 Broadway, Houston, TX 76784",36.65,8.68,delivered,TRUE
213,340,USPS,d02a6fd7-a139-4def-9,2025-08-12,2025-08-14,Chicago,"777 Broadway, San Diego, CA 57210",39.42,5.09,delivered,TRUE
214,341,UPS,cd936cca-0585-4aea-8,2025-06-15,,Houston,"573 Broadway, Los Angeles, CA 48058",15.74,5.02,in-transit,TRUE
215,342,UPS,453c53ba-1d0a-40a2-b,2025-08-15,2025-08-16,Houston,"420 Broadway, San Jose, CA 76402",42.78,7.44,delivered,TRUE
216,343,UPS,e06b36ca-a743-4ffb-a,2025-06-06,,Philadelphia,"236 Main St, San Jose, CA 93283",27.41,2.39,in-transit,TRUE
217,344,FedEx,67b537d7-2c7f-4978-a,2025-07-23,,Los Angeles,"697 Oak Ave, Chicago, IL 23113",23.38,1.8,in-transit,TRUE
218,345,FedEx,4b734947-07e1-496c-9,2025-06-12,2025-06-18,Philadelphia,"532 Oak Ave, Dallas, TX 55793",32.59,9.29,delivered,TRUE
219,346,USPS,5aac3f3a-1de9-4b0c-8,2025-09-11,2025-09-16,Philadelphia,"732 Pine Rd, Dallas, TX 64459",23.18,1.0,delivered,TRUE
220,347,UPS,959084ad-09b3-4cb5-8,2025-05-12,,New York,"281 Market St, San Antonio, TX 47388",23.77,0.63,in-transit,TRUE
221,348,USPS,cb9b4b55-126b-4042-a,2025-08-03,,Chicago,"183 Main St, San Jose, CA 57151",5.44,8.43,in-transit,TRUE
222,349,FedEx,1b7bde0a-6437-49d1-8,2025-06-19,2025-06-22,Philadelphia,"943 Oak Ave, San Diego, CA 94852",22.5,8.32,delivered,TRUE
223,350,USPS,ab26fcb4-b933-49ea-a,2025-08-04,2025-08-10,Houston,"931 Broadway, San Antonio, TX 34914",6.97,8.57,delivered,TRUE
224,351,USPS,680cf143-409d-4e44-a,2025-06-14,2025-06-17,San Jose,"396 Random Rd, San Jose",6.22,1.5,delivered,TRUE
225,352,USPS,de11cb8e-c9b5-42d9-8,2025-09-06,,Dallas,"302 Random Rd, Dallas",21.02,6.75,in-transit,TRUE
226,353,DHL,9455ed7a-3d8c-45af-9,2025-06-25,2025-07-01,San Jose,"863 Main St, Dallas, TX 49829",11.34,3.09,delivered,TRUE
227,354,DHL,4171dcc1-1690-41b9-9,2025-07-01,2025-07-08,New York,"305 Random Rd, New York",16.28,8.38,delivered,TRUE
228,357,USPS,8881b175-1913-41eb-b,2025-10-10,2025-10-11,San Diego,"303 Main St, Dallas, TX 75826",23.54,5.78,delivered,TRUE
229,358,USPS,cad2b2ab-57ed-4997-8,2025-10-01,2025-10-04,San Antonio,"823 Pine Rd, Chicago, IL 83149",9.54,2.98,delivered,TRUE
230,360,DHL,1149e3f0-d9a5-4c4c-9,2025-05-22,2025-05-28,Philadelphia,"746 Broadway, Dallas, TX 25431",18.93,0.87,delivered,TRUE
231,361,USPS,3cddb091-9482-4bd9-a,2025-09-14,,Chicago,"356 Main St, Los Angeles, CA 87110",11.06,8.9,in-transit,TRUE
232,362,USPS,5bd327db-1a3d-4493-9,2025-10-27,2025-11-02,San Antonio,"244 Main St, New York, NY 51347",22.05,8.67,delivered,TRUE
233,363,USPS,7b955c5d-c55f-43f5-9,2025-08-31,2025-09-02,New York,"19 Pine Rd, New York, NY 84443",15.72,1.01,delivered,TRUE
234,364,FedEx,9973b85d-53d5-4ebb-a,2025-10-14,2025-10-16,Los Angeles,"105 Market St, New York, NY 59710",47.26,1.16,delivered,TRUE
235,365,DHL,09972764-4174-4260-9,2025-08-16,2025-08-21,San Jose,"247 Pine Rd, New York, NY 47056",20.31,5.36,delivered,TRUE
236,366,DHL,821dd353-5784-48f4-9,2025-08-05,,San Diego,"811 Oak Ave, San Diego, CA 23143",45.3,1.5,in-transit,TRUE
237,367,USPS,cffcdd19-b282-4eaf-9,2025-06-27,,Los Angeles,"540 Broadway, Houston, TX 76784",16.31,1.69,in-transit,TRUE
238,370,FedEx,2a089af6-fbab-4ebe-8,2025-10-20,2025-10-23,New York,"500 Market St, New York, NY 65872",43.33,6.84,delivered,TRUE
239,372,USPS,142f9b4d-8eb6-4cae-9,2025-06-13,,Chicago,"585 Market St, New York, NY 64592",26.37,1.97,in-transit,TRUE
240,373,FedEx,717ddc3e-869a-43c9-9,2025-08-25,,San Diego,"939 Oak Ave, San Antonio, TX 77681",6.96,3.12,in-transit,TRUE
241,374,DHL,5e16dae6-a4af-42bc-8,2025-07-16,2025-07-19,Houston,"343 Pine Rd, Dallas, TX 78116",7.22,6.81,delivered,TRUE
242,375,DHL,6c0bcfe8-30bf-4ecf-a,2025-07-06,2025-07-08,Houston,"620 Random Rd, Houston",47.21,2.26,delivered,TRUE
243,377,USPS,431cf49b-3380-475d-b,2025-07-02,2025-07-03,New York,"400 Main St, Philadelphia, PA 60577",46.22,2.05,delivered,TRUE
244,379,FedEx,ff6e4038-d107-4493-b,2025-06-09,2025-06-12,Dallas,"975 Pine Rd, New York, NY 49139",48.62,9.45,delivered,TRUE
245,380,USPS,124bec0f-e7f2-46d6-a,2025-08-03,2025-08-08,San Jose,"515 Oak Ave, New York, NY 54815",41.0,7.76,delivered,TRUE
246,381,USPS,2c914050-9a09-4fc9-8,2025-07-05,2025-07-11,New York,"580 Random Rd, New York",39.43,5.73,delivered,TRUE
247,382,UPS,90c7db79-a2ed-40ec-9,2025-06-27,2025-07-03,Los Angeles,"153 Broadway, Chicago, IL 74004",46.04,8.03,delivered,TRUE
248,384,UPS,14c33660-a883-4db0-a,2025-09-27,2025-09-29,Dallas,"296 Broadway, Philadelphia, PA 46211",27.36,8.91,delivered,TRUE
249,385,UPS,c08e9ea2-62e1-4be0-b,2025-08-08,,Chicago,"270 Main St, Phoenix, AZ 50340",23.53,2.06,in-transit,TRUE
250,386,USPS,24f030b1-c99e-456e-8,2025-07-26,2025-08-01,Philadelphia,"807 Main St, San Antonio, TX 83339",13.46,3.23,delivered,TRUE
251,387,UPS,30d4c388-5e05-4516-b,2025-08-27,,San Diego,"384 Pine Rd, Chicago, IL 35830",39.59,4.56,in-transit,TRUE
252,389,FedEx,1b5615ed-7e56-44f0-a,2025-07-05,2025-07-06,San Jose,"285 Market St, Houston, TX 90358",13.34,1.65,delivered,TRUE
253,390,UPS,afe9c0d0-b246-444c-a,2025-08-25,2025-08-31,New York,"764 Main St, San Antonio, TX 86418",32.58,0.99,delivered,TRUE
254,392,FedEx,93f74abf-35ea-4a99-a,2025-08-09,,San Diego,"881 Main St, Los Angeles, CA 11267",10.02,2.09,in-transit,TRUE
255,394,DHL,43812d74-16af-4d93-a,2025-10-10,2025-10-12,New York,"54 Oak Ave, Los Angeles, CA 78125",39.42,1.87,delivered,TRUE
256,396,UPS,bd732cad-2f13-46d5-a,2025-06-03,,Houston,"284 Main St, San Jose, CA 58840",46.53,1.36,in-transit,TRUE
257,397,DHL,57002240-1f90-465e-8,2025-08-09,2025-08-11,Philadelphia,"319 Oak Ave, Houston, TX 96535",32.87,5.49,delivered,TRUE
258,398,UPS,d640763e-bcda-4be6-9,2025-06-01,2025-06-06,Los Angeles,"105 Market St, New York, NY 59710",11.59,8.54,delivered,TRUE
259,399,DHL,9d81ef1f-f1e7-4a65-a,2025-10-24,2025-10-31,Chicago,"327 Pine Rd, Dallas, TX 73131",39.44,9.96,delivered,TRUE
260,400,UPS,587e1c1f-28e7-4052-b,2025-09-23,2025-09-26,Chicago,"16 Broadway, San Jose, CA 15539",24.83,5.79,delivered,TRUE
261,401,FedEx,4f9ad593-3a94-449c-a,2025-06-02,2025-06-05,Chicago,"935 Pine Rd, Los Angeles, CA 73525",8.84,9.35,delivered,TRUE
262,402,USPS,49ec76c6-a233-4cc7-a,2025-09-08,2025-09-13,San Jose,"885 Oak Ave, Los Angeles, CA 23238",9.8,4.18,delivered,TRUE
263,403,UPS,9e057f0b-f44d-48fd-b,2025-09-17,2025-09-18,Dallas,"59 Random Rd, Dallas",21.76,3.11,delivered,FALSE
264,404,DHL,6111cfd4-4255-46f0-a,2025-08-16,2025-08-20,San Diego,"218 Pine Rd, New York, NY 81987",7.66,6.72,delivered,TRUE
265,405,USPS,3f88f25b-90fe-420f-b,2025-08-01,,San Antonio,"150 Random Rd, San Antonio",42.96,3.81,in-transit,FALSE
266,406,DHL,a90b92a0-6bd9-4aab-9,2025-08-08,2025-08-09,Houston,"408 Main St, Chicago, IL 21939",43.71,7.55,delivered,TRUE
267,407,FedEx,e0fc1daf-3723-4580-b,2025-09-21,,Phoenix,"355 Oak Ave, Dallas, TX 79979",31.35,9.33,in-transit,TRUE
268,408,USPS,4082679b-5f6b-4aa3-9,2025-09-10,2025-09-12,Dallas,"915 Pine Rd, San Antonio, TX 47475",43.59,4.62,delivered,TRUE
269,410,USPS,3c8e7e48-4ee9-4f46-a,2025-09-17,2025-09-18,Dallas,"174 Broadway, Chicago, IL 43425",41.09,3.79,delivered,TRUE
270,411,UPS,c913a7ec-5817-41ba-8,2025-07-23,,Houston,"732 Pine Rd, Dallas, TX 64459",46.66,1.25,in-transit,TRUE
271,412,FedEx,606f17e2-084b-4174-a,2025-06-04,2025-06-09,Chicago,"85 Market St, Chicago, IL 55293",23.32,9.83,delivered,TRUE
272,413,FedEx,b5c68a95-eb84-4be6-b,2025-08-28,2025-08-31,Los Angeles,"105 Random Rd, Los Angeles",31.81,5.31,delivered,FALSE
273,414,UPS,94a5f053-435e-4cc7-a,2025-09-09,,Houston,"987 Random Rd, Houston",7.37,3.93,in-transit,TRUE
274,416,UPS,e8845ceb-489d-4e79-8,2025-08-11,,Philadelphia,"674 Pine Rd, New York, NY 23529",22.26,4.65,in-transit,TRUE
275,419,USPS,9f21641d-a430-4ef5-8,2025-07-08,,Chicago,"702 Random Rd, Chicago",12.2,9.96,in-transit,TRUE
276,420,DHL,68e1f6b2-95f0-441e-a,2025-07-20,,Phoenix,"838 Oak Ave, San Jose, CA 67366",20.15,8.21,in-transit,TRUE
277,422,UPS,03ba1139-b8b1-480c-a,2025-08-28,2025-09-01,San Antonio,"237 Random Rd, San Antonio",24.46,1.1,delivered,TRUE
278,424,UPS,579df8da-69f9-4ac8-9,2025-09-20,,San Jose,"354 Broadway, San Jose, CA 76809",14.28,3.52,in-transit,TRUE
279,425,FedEx,d88a2642-80e9-43a9-8,2025-05-31,2025-06-07,Phoenix,"956 Broadway, Chicago, IL 66774",42.49,2.2,delivered,TRUE
280,426,DHL,c213467b-bcbf-4424-9,2025-11-07,2025-11-10,San Antonio,"444 Random Rd, San Antonio",44.01,7.5,delivered,TRUE
281,428,DHL,a58af78d-260a-46da-b,2025-11-04,2025-11-10,San Diego,"919 Oak Ave, San Antonio, TX 54922",8.32,3.18,delivered,TRUE
282,430,USPS,ca993851-e17b-4f6d-a,2025-07-01,2025-07-04,Philadelphia,"306 Main St, San Antonio, TX 63088",47.29,7.61,delivered,TRUE
283,431,USPS,105eb1a3-494a-4337-b,2025-10-15,2025-10-17,New York,"204 Main St, San Antonio, TX 22704",31.88,4.38,delivered,TRUE
284,432,DHL,7c2c1225-62fb-4036-b,2025-05-26,2025-05-29,Phoenix,"628 Random Rd, Phoenix",28.96,3.88,delivered,TRUE
285,435,UPS,fb75d32e-98fa-42ce-a,2025-10-15,2025-10-20,San Antonio,"382 Main St, Philadelphia, PA 39218",36.26,2.05,delivered,TRUE
286,437,DHL,e2fc6951-eb2e-408f-9,2025-07-23,2025-07-28,San Jose,"833 Main St, Philadelphia, PA 71385",46.06,2.38,delivered,TRUE
287,438,DHL,49529bfb-0576-41e4-8,2025-05-26,2025-05-27,Philadelphia,"529 Pine Rd, Phoenix, AZ 97410",43.06,2.5,delivered,TRUE
288,439,UPS,68fae357-0e4e-4377-a,2025-05-14,2025-05-17,Chicago,"392 Market St, Los Angeles, CA 70161",9.31,7.47,delivered,TRUE
289,442,USPS,726b5737-f131-456d-b,2025-07-10,,Philadelphia,"408 Main St, Chicago, IL 21939",41.53,2.7,in-transit,TRUE
290,443,FedEx,69474734-8316-4030-b,2025-08-27,,Phoenix,"394 Main St, San Antonio, TX 99486",42.83,4.76,in-transit,TRUE
291,444,DHL,f991fd63-6488-4f7f-a,2025-07-11,,Dallas,"224 Broadway, Houston, TX 55957",42.7,0.46,in-transit,TRUE
292,445,USPS,d836fec6-a038-4bb6-8,2025-06-04,2025-06-07,Dallas,"711 Market St, San Antonio, TX 64477",45.16,9.86,delivered,TRUE
293,446,USPS,3461facd-0fba-470d-b,2025-11-05,2025-11-07,San Antonio,"795 Pine Rd, Phoenix, AZ 31992",19.43,6.41,delivered,TRUE
294,449,DHL,796bd34f-d99a-4b27-8,2025-06-05,2025-06-10,San Diego,"218 Pine Rd, New York, NY 81987",16.7,3.62,delivered,TRUE
295,451,UPS,e7560eca-2251-4a07-8,2025-05-11,2025-05-17,San Jose,"673 Random Rd, San Jose",37.9,8.51,delivered,TRUE
296,453,DHL,a1194038-0953-436d-b,2025-08-25,,Chicago,"826 Random Rd, Chicago",19.7,5.25,in-transit,TRUE
297,456,USPS,9d133b5d-6f7f-412e-b,2025-08-02,2025-08-08,Dallas,"993 Main St, San Jose, CA 37235",7.78,6.99,delivered,TRUE
298,459,DHL,7d74c25d-1ad7-41c1-b,2025-08-02,2025-08-09,San Antonio,"670 Market St, San Jose, CA 53463",46.69,7.68,delivered,TRUE
299,460,USPS,1b3d9981-1391-4e11-a,2025-10-31,2025-11-05,Los Angeles,"400 Pine Rd, San Jose, CA 24201",28.85,5.52,delivered,TRUE
300,461,USPS,e611e090-2fb9-40d1-a,2025-09-13,2025-09-18,San Jose,"118 Market St, San Diego, CA 57472",21.79,1.25,delivered,TRUE
301,462,FedEx,824d86e9-7a07-4879-b,2025-06-19,,Houston,"981 Market St, New York, NY 76402",41.16,4.24,in-transit,TRUE
302,465,FedEx,ab2f7bd0-f571-4af7-8,2025-08-16,2025-08-22,San Jose,"641 Random Rd, San Jose",25.89,1.88,delivered,TRUE
303,466,FedEx,ae04cd06-f8ea-4490-9,2025-08-09,2025-08-10,New York,"231 Oak Ave, San Jose, CA 53064",37.77,6.3,delivered,TRUE
304,467,FedEx,d11ac1fd-f918-45dd-a,2025-06-25,2025-06-30,San Antonio,"596 Pine Rd, Dallas, TX 71263",19.32,8.06,delivered,TRUE
305,468,UPS,66f8d399-0659-4bc7-9,2025-05-16,2025-05-19,San Diego,"641 Pine Rd, San Jose, CA 89377",21.48,8.18,delivered,FALSE
306,469,DHL,19bb5b81-3f1f-4ca5-b,2025-05-14,,Houston,"319 Oak Ave, Houston, TX 96535",8.43,6.9,in-transit,FALSE
307,470,UPS,3eddf43e-3cf1-42e3-9,2025-07-05,2025-07-08,San Antonio,"290 Random Rd, San Antonio",32.98,4.93,delivered,TRUE
308,471,UPS,4e18891d-aca2-42d5-a,2025-08-15,2025-08-21,Phoenix,"956 Broadway, Chicago, IL 66774",34.6,2.27,delivered,TRUE
309,472,DHL,c905eb14-2aa9-42fc-9,2025-06-18,,New York,"943 Oak Ave, San Diego, CA 94852",30.57,7.26,in-transit,TRUE
310,473,USPS,a5c7488a-e6df-401f-8,2025-07-09,2025-07-16,Dallas,"330 Pine Rd, Los Angeles, CA 49223",6.79,9.61,delivered,TRUE
311,474,FedEx,88440908-2389-4115-8,2025-10-05,2025-10-07,New York,"797 Oak Ave, Chicago, IL 94085",47.73,4.95,delivered,TRUE
312,476,USPS,fb8d687d-7454-4721-a,2025-07-30,,Dallas,"516 Market St, San Antonio, TX 41979",23.54,4.7,in-transit,TRUE
313,478,FedEx,8ff64582-341e-4a1d-9,2025-08-07,,San Diego,"727 Pine Rd, San Antonio, TX 57851",26.41,9.72,in-transit,TRUE
314,479,FedEx,e9ee7eb5-8537-4ca7-a,2025-06-09,,San Jose,"480 Broadway, Chicago, IL 54869",25.13,6.17,in-transit,TRUE
315,481,UPS,122daccf-ae2c-4bc1-8,2025-07-05,2025-07-06,Los Angeles,"225 Pine Rd, San Jose, CA 36685",5.73,4.12,delivered,TRUE
316,483,USPS,59602b42-4bcd-4fc8-a,2025-05-12,2025-05-19,San Diego,"491 Random Rd, San Diego",7.32,6.03,delivered,TRUE
317,484,FedEx,529e7d75-f6d2-45e2-b,2025-10-18,2025-10-23,Houston,"29 Main St, San Diego, CA 57576",21.67,6.82,delivered,TRUE
318,485,UPS,e36325dc-bb17-4298-a,2025-05-15,,Los Angeles,"994 Market St, Philadelphia, PA 99337",22.01,0.23,in-transit,TRUE
319,486,UPS,a6e83458-f7f1-48dc-a,2025-08-31,2025-09-02,San Diego,"904 Main St, Chicago, IL 36486",5.29,0.81,delivered,FALSE
320,487,FedEx,a8e15d76-e155-443a-b,2025-07-31,2025-08-02,Chicago,"284 Market St, New York, NY 98299",37.62,1.86,delivered,TRUE
321,488,USPS,3b3e537b-69e2-4f97-b,2025-06-05,2025-06-07,San Jose,"52 Random Rd, San Jose",9.31,7.5,delivered,TRUE
322,489,UPS,33d82ab6-d250-4b93-a,2025-05-21,2025-05-28,Los Angeles,"225 Pine Rd, San Jose, CA 36685",38.03,5.75,delivered,TRUE
323,490,UPS,f5934162-2718-48d2-8,2025-10-25,,San Jose,"568 Main St, Chicago, IL 58393",5.23,3.94,in-transit,TRUE
324,492,DHL,aef7ba22-c70e-4c30-b,2025-10-21,,Dallas,"811 Market St, Philadelphia, PA 97806",42.94,0.59,in-transit,TRUE
325,493,UPS,31901450-708f-414e-b,2025-05-29,2025-06-03,Phoenix,"998 Broadway, Dallas, TX 53515",8.67,8.07,delivered,TRUE
326,494,FedEx,89ce1042-f478-4042-9,2025-06-17,2025-06-19,Chicago,"582 Random Rd, Chicago",38.47,3.76,delivered,TRUE
327,495,USPS,760a1060-a5e3-4398-9,2025-07-29,2025-08-05,Chicago,"402 Market St, San Jose, CA 34347",27.81,3.98,delivered,TRUE
328,496,UPS,49a29d95-2d94-4ba3-b,2025-07-11,,Los Angeles,"146 Market St, Dallas, TX 19808",45.42,4.95,in-transit,TRUE
329,497,USPS,cd80f776-c1f5-4c69-b,2025-09-05,2025-09-12,Philadelphia,"811 Market St, Philadelphia, PA 97806",43.42,7.91,delivered,TRUE
330,500,UPS,fcdbc656-1c5e-44a1-9,2025-06-19,,Philadelphia,"683 Broadway, San Antonio, TX 84085",48.74,7.12,in-transit,TRUE
331,502,FedEx,7ffe1b8a-55dc-4a42-9,2025-08-25,,Los Angeles,"790 Oak Ave, Chicago, IL 73035",46.22,8.37,in-transit,TRUE
332,506,USPS,101be4d6-7b9f-40ab-9,2025-06-23,,New York,"46 Broadway, Dallas, TX 18968",36.29,9.49,in-transit,TRUE
333,507,UPS,0059c055-e24c-4fb3-b,2025-10-01,,Philadelphia,"576 Broadway, Houston, TX 88644",49.23,1.87,in-transit,TRUE
334,508,DHL,df179063-bb64-4883-a,2025-11-01,,Chicago,"366 Pine Rd, Dallas, TX 71393",14.69,9.66,in-transit,TRUE
335,510,USPS,10312c48-2404-4ba4-8,2025-10-04,,San Diego,"479 Market St, New York, NY 75358",17.94,4.54,in-transit,TRUE
336,511,FedEx,98005fdf-c86c-4172-8,2025-10-13,2025-10-19,Houston,"377 Pine Rd, Phoenix, AZ 66450",5.11,0.36,delivered,TRUE
337,512,UPS,c1cfa57d-516d-4ff2-a,2025-08-13,2025-08-18,Chicago,"697 Market St, Los Angeles, CA 65514",15.58,7.83,delivered,TRUE
338,513,USPS,873b3375-c7ef-4868-9,2025-10-30,2025-11-06,San Diego,"474 Main St, Chicago, IL 44522",18.83,8.87,delivered,TRUE
339,515,UPS,6a8cb2ea-6598-40bd-8,2025-10-26,2025-10-30,Dallas,"204 Main St, San Antonio, TX 22704",27.45,2.11,delivered,TRUE
340,517,DHL,e1fd87cd-13ec-4375-9,2025-06-05,,Phoenix,"956 Market St, Philadelphia, PA 95979",15.37,7.04,in-transit,TRUE
341,518,DHL,192c6b5d-e0ef-4634-9,2025-07-13,2025-07-17,San Diego,"355 Oak Ave, Dallas, TX 79979",12.86,3.91,delivered,TRUE
342,521,DHL,0c8e1e58-85a7-46c4-b,2025-10-01,2025-10-08,San Jose,"539 Broadway, Houston, TX 99737",47.55,3.26,delivered,TRUE
343,522,USPS,e8914aae-8750-4b38-8,2025-05-23,2025-05-29,New York,"515 Oak Ave, New York, NY 54815",40.64,5.03,delivered,TRUE
344,523,USPS,6555711e-57eb-4d6f-b,2025-09-11,,San Jose,"109 Market St, Phoenix, AZ 26769",43.92,9.88,in-transit,TRUE
345,526,USPS,4d1140f0-535a-4522-9,2025-07-04,2025-07-09,Phoenix,"241 Oak Ave, Houston, TX 30308",45.92,3.57,delivered,TRUE
346,529,DHL,63332ce8-2380-447b-b,2025-07-07,2025-07-08,Houston,"977 Market St, Los Angeles, CA 76249",10.01,2.14,delivered,TRUE
347,530,FedEx,fd00ba54-d21d-4163-9,2025-11-03,2025-11-09,San Jose,"871 Main St, Houston, TX 70482",33.6,1.91,delivered,TRUE
348,531,FedEx,2cdc4dc7-c187-4bfa-8,2025-07-02,2025-07-09,Houston,"572 Pine Rd, Los Angeles, CA 83284",47.18,7.81,delivered,TRUE
349,533,DHL,20560b3e-4954-4edc-9,2025-05-12,,San Antonio,"469 Oak Ave, Dallas, TX 65296",48.24,2.72,in-transit,TRUE
350,534,FedEx,f2cdd5a8-1f63-439a-a,2025-08-29,,Phoenix,"485 Broadway, Chicago, IL 76900",27.48,3.19,in-transit,TRUE
351,535,USPS,84e8ebc0-6293-4a95-9,2025-07-07,2025-07-10,San Antonio,"482 Pine Rd, Houston, TX 70236",20.42,2.9,delivered,TRUE
352,536,UPS,20beeea4-4ae9-4638-9,2025-08-15,2025-08-21,New York,"231 Oak Ave, San Jose, CA 53064",11.99,1.18,delivered,TRUE
353,537,USPS,1fa4b078-9707-4c55-b,2025-05-31,,San Antonio,"978 Market St, Phoenix, AZ 90658",39.06,8.95,in-transit,TRUE
354,538,FedEx,3c0d70c2-f5d1-44d7-b,2025-06-08,,Houston,"136 Broadway, San Antonio, TX 43126",49.25,2.31,in-transit,TRUE
355,540,FedEx,931b2738-2e2c-4703-b,2025-07-31,2025-08-07,Philadelphia,"485 Broadway, Chicago, IL 76900",14.83,4.0,delivered,TRUE
356,542,DHL,4e494e24-7081-4547-b,2025-06-24,2025-06-26,Dallas,"892 Pine Rd, Philadelphia, PA 55268",41.72,7.75,delivered,TRUE
