order_id,customer_id,order_date,status,total_amount,payment_status,shipping_status,shipping_address,notes
231,75,2025-09-21T00:00:00,processing,466.07,pending,pending,"789 Pine Rd, Chicago, IL 60601",
232,195,2025-09-22T00:00:00,shipped,934.59,paid,delivered,"123 Main St, New York, NY 10001",Holiday promo
233,414,2025-10-16T00:00:00,completed,624.22,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
234,145,2025-06-30T00:00:00,completed,122.5,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Gift
235,113,2025-08-11T00:00:00,processing,681.44,pending,pending,"17 Sunset Blvd, San Diego, CA 92101",High priority | INTENTIONAL_TOTAL_MISMATCH
236,529,2025-08-05T00:00:00,processing,928.0,pending,pending,"555 Cedar Ln, Phoenix, AZ 85001",Gift
237,588,2025-07-20T00:00:00,completed,269.98,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Holiday promo
238,470,2025-10-01T00:00:00,processing,165.61,paid,pending,"17 Sunset Blvd, San Diego, CA 92101",Deliver to neighbor if absent
239,198,2025-05-14T00:00:00,processing,562.89,paid,pending,"456 Oak Ave, Los Angeles, CA 90001",Gift
240,353,2025-09-18T00:00:00,cancelled,1119.53,unpaid,cancelled,"789 Pine Rd, Chicago, IL 60601",High priority | INTENTIONAL_TOTAL_MISMATCH
241,554,2025-07-13T00:00:00,completed,683.0,paid,delivered,"77 Hill St, San Jose, CA 95101",Gift
242,461,2025-08-24T00:00:00,completed,625.57,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery
243,503,2025-06-18T00:00:00,shipped,386.7,paid,shipped,"17 Sunset Blvd, San Diego, CA 92101",Gift
244,178,2025-11-04T00:00:00,completed,374.55,paid,delivered,"88 River Rd, San Antonio, TX 78201",Gift
245,267,2025-09-14T00:00:00,processing,433.97,paid,pending,"321 Maple St, Houston, TX 77001",Holiday promo
246,,2025-07-01T00:00:00,completed,990.17,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Gift
247,49,2025-08-26T00:00:00,completed,182.79,paid,delivered,"321 Maple St, Houston, TX 77001",Fraud review | INTENTIONAL_TOTAL_MISMATCH
248,402,2025-07-28T00:00:00,shipped,787.28,paid,shipped,"88 River Rd, San Antonio, TX 78201",High priority
249,386,2025-09-05T00:00:00,cancelled,852.04,refunded,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery
250,380,2025-10-22T00:00:00,completed,529.97,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",High priority
251,119,2025-10-01T00:00:00,pending,735.55,unpaid,pending,"321 Maple St, Houston, TX 77001",Fraud review
252,520,2025-08-05T00:00:00,shipped,909.46,paid,shipped,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery
253,229,2025-07-23T00:00:00,cancelled,459.47,unpaid,cancelled,"789 Pine Rd, Chicago, IL 60601",Holiday promo
254,38,2025-07-10T00:00:00,completed,611.72,paid,delivered,"88 River Rd, San Antonio, TX 78201",Deliver to neighbor if absent
255,603,2025-10-31T00:00:00,processing,423.91,pending,pending,"555 Cedar Ln, Phoenix, AZ 85001",Gift
256,384,2025-05-22T00:00:00,pending,879.7,unpaid,pending,"123 Main St, New York, NY 10001",Holiday promo
257,199,2025-08-07T00:00:00,cancelled,473.23,unpaid,cancelled,"77 Hill St, San Jose, CA 95101",Gift
258,468,2025-08-24T00:00:00,cancelled,298.42,unpaid,cancelled,"77 Hill St, San Jose, CA 95101",INTENTIONAL_TOTAL_MISMATCH
259,505,2025-05-14T00:00:00,completed,98.46,paid,delivered,"123 Main St, New York, NY 10001",Leave at front desk
260,284,2025-10-28T00:00:00,processing,134.01,pending,pending,"17 Sunset Blvd, San Diego, CA 92101",Holiday promo
261,513,2025-06-01T00:00:00,shipped,466.27,paid,shipped,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
262,113,2025-10-08T00:00:00,completed,470.52,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Gift
263,671,2025-10-16T00:00:00,completed,116.85,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",High priority
264,241,2025-06-15T00:00:00,processing,291.67,failed,pending,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
265,330,2025-05-30T00:00:00,shipped,720.22,pending,in_transit,"123 Main St, New York, NY 10001",
266,600,2025-10-03T00:00:00,shipped,511.19,paid,in_transit,"77 Hill St, San Jose, CA 95101",Call before delivery
267,604,2025-10-11T00:00:00,shipped,940.29,pending,shipped,"77 Hill St, San Jose, CA 95101",Fraud review
268,666,2025-09-25T00:00:00,completed,235.99,paid,delivered,"123 Main St, New York, NY 10001",Deliver to neighbor if absent
269,646,2025-08-02T00:00:00,completed,428.86,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Gift
270,527,2025-05-17T00:00:00,cancelled,323.97,refunded,cancelled,"402 Lakeview Dr, Dallas, TX 75201",High priority
271,5,2025-10-04T00:00:00,cancelled,603.55,unpaid,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
272,358,2025-07-30T00:00:00,pending,658.14,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
273,558,2025-07-30T00:00:00,completed,972.9,paid,delivered,"88 River Rd, San Antonio, TX 78201",Gift
274,95,2025-10-06T00:00:00,processing,719.47,pending,pending,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk | INTENTIONAL_TOTAL_MISMATCH
275,40,2025-09-16T00:00:00,shipped,238.55,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Fraud review
276,83,2025-05-25T00:00:00,shipped,893.06,paid,shipped,"123 Main St, New York, NY 10001",High priority
277,423,2025-05-14T00:00:00,cancelled,468.56,unpaid,cancelled,"88 River Rd, San Antonio, TX 78201",Leave at front desk
278,144,2025-05-17T00:00:00,completed,140.16,paid,delivered,"123 Main St, New York, NY 10001",Call before delivery | INTENTIONAL_TOTAL_MISMATCH
279,540,2025-10-22T00:00:00,completed,351.45,paid,delivered,"77 Hill St, San Jose, CA 95101",Deliver to neighbor if absent
280,346,2025-09-18T00:00:00,shipped,511.88,pending,in_transit,"2500 Elm St, Philadelphia, PA 19103",Holiday promo
281,436,2025-09-13T00:00:00,processing,303.39,failed,pending,"789 Pine Rd, Chicago, IL 60601",High priority
282,289,2025-06-14T00:00:00,pending,80.67,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
283,111,2025-05-20T00:00:00,completed,995.81,paid,delivered,"77 Hill St, San Jose, CA 95101",Call before delivery
284,18,2025-07-27T00:00:00,pending,102.72,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
285,155,2025-07-10T00:00:00,completed,588.02,paid,delivered,"321 Maple St, Houston, TX 77001",Call before delivery | INTENTIONAL_TOTAL_MISMATCH
286,590,2025-09-03T00:00:00,processing,888.76,paid,pending,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
287,20,2025-08-22T00:00:00,processing,329.2,pending,pending,"2500 Elm St, Philadelphia, PA 19103",Fraud review
288,469,2025-10-13T00:00:00,completed,895.94,paid,delivered,"321 Maple St, Houston, TX 77001",Leave at front desk
289,632,2025-09-11T00:00:00,processing,863.62,paid,pending,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery
290,642,2025-09-16T00:00:00,cancelled,458.28,unpaid,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Deliver to neighbor if absent
291,295,2025-09-17T00:00:00,shipped,638.75,paid,in_transit,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
292,145,2025-08-05T00:00:00,cancelled,355.55,unpaid,cancelled,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
293,381,2025-07-17T00:00:00,completed,580.89,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
294,35,2025-08-03T00:00:00,shipped,392.54,paid,shipped,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent
295,470,2025-10-28T00:00:00,completed,268.06,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",
296,129,2025-09-15T00:00:00,completed,644.66,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
297,508,2025-09-11T00:00:00,completed,216.81,paid,delivered,"321 Maple St, Houston, TX 77001",Deliver to neighbor if absent
298,654,2025-08-01T00:00:00,pending,488.41,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",High priority
299,342,2025-07-04T00:00:00,completed,62.66,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Call before delivery
300,238,2025-09-28T00:00:00,completed,994.11,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Deliver to neighbor if absent
301,682,2025-06-09T00:00:00,processing,8.36,failed,pending,"402 Lakeview Dr, Dallas, TX 75201",Gift
302,157,2025-09-10T00:00:00,shipped,803.58,paid,delivered,"77 Hill St, San Jose, CA 95101",Leave at front desk
303,234,2025-11-06T00:00:00,processing,901.85,failed,pending,"321 Maple St, Houston, TX 77001",Deliver to neighbor if absent
304,198,2025-09-28T00:00:00,cancelled,304.0,refunded,cancelled,"88 River Rd, San Antonio, TX 78201",Gift
305,404,2025-05-22T00:00:00,processing,815.32,failed,pending,"17 Sunset Blvd, San Diego, CA 92101",Gift
306,585,2025-08-16T00:00:00,completed,675.38,paid,delivered,"123 Main St, New York, NY 10001",Call before delivery
307,405,2025-05-23T00:00:00,pending,562.84,unpaid,pending,"402 Lakeview Dr, Dallas, TX 75201",
308,53,2025-08-15T00:00:00,shipped,648.78,pending,in_transit,"321 Maple St, Houston, TX 77001",Leave at front desk
309,179,2025-07-29T00:00:00,pending,682.26,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",Gift
310,425,2025-11-01T00:00:00,completed,554.63,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Call before delivery
311,207,2025-09-15T00:00:00,cancelled,612.51,refunded,cancelled,"402 Lakeview Dr, Dallas, TX 75201",Gift
312,673,2025-06-25T00:00:00,cancelled,817.99,unpaid,cancelled,"789 Pine Rd, Chicago, IL 60601",INTENTIONAL_TOTAL_MISMATCH
313,94,2025-06-18T00:00:00,processing,558.68,pending,pending,"2500 Elm St, Philadelphia, PA 19103",Fraud review
314,141,2025-10-26T00:00:00,completed,453.16,paid,delivered,"77 Hill St, San Jose, CA 95101",Leave at front desk
315,116,2025-07-15T00:00:00,completed,771.49,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",High priority
316,85,2025-10-23T00:00:00,pending,580.12,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery
317,389,2025-08-07T00:00:00,completed,924.9,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",
318,88,2025-09-24T00:00:00,pending,992.53,unpaid,pending,"402 Lakeview Dr, Dallas, TX 75201",Leave at front desk
319,179,2025-07-13T00:00:00,completed,576.19,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Gift
320,632,2025-10-28T00:00:00,completed,471.16,paid,delivered,"123 Main St, New York, NY 10001",Call before delivery
321,119,2025-06-23T00:00:00,completed,554.37,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",High priority
322,483,2025-09-28T00:00:00,cancelled,124.97,refunded,cancelled,"321 Maple St, Houston, TX 77001",
323,509,2025-08-18T00:00:00,completed,947.85,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Gift
324,68,2025-08-30T00:00:00,cancelled,246.29,refunded,cancelled,"17 Sunset Blvd, San Diego, CA 92101",Holiday promo
325,616,2025-08-15T00:00:00,cancelled,442.54,refunded,cancelled,"77 Hill St, San Jose, CA 95101",Call before delivery
326,14,2025-09-26T00:00:00,shipped,457.0,paid,shipped,"402 Lakeview Dr, Dallas, TX 75201",Gift
327,339,2025-06-21T00:00:00,shipped,846.76,paid,in_transit,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
328,665,2025-08-10T00:00:00,processing,199.24,failed,pending,"321 Maple St, Houston, TX 77001",Gift
329,673,2025-11-05T00:00:00,completed,463.95,paid,delivered,"789 Pine Rd, Chicago, IL 60601",
330,163,2025-09-22T00:00:00,shipped,761.32,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery
331,375,2025-10-31T00:00:00,processing,404.77,paid,pending,"789 Pine Rd, Chicago, IL 60601",Call before delivery
332,543,2025-05-29T00:00:00,processing,876.23,pending,pending,"77 Hill St, San Jose, CA 95101",Gift
333,226,2025-09-27T00:00:00,processing,295.52,failed,pending,"88 River Rd, San Antonio, TX 78201",
334,278,2025-11-02T00:00:00,shipped,391.89,pending,in_transit,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
335,74,2025-05-11T00:00:00,processing,405.41,failed,pending,"321 Maple St, Houston, TX 77001",Fraud review
336,238,2025-06-30T00:00:00,shipped,72.27,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Gift
337,208,2025-06-24T00:00:00,processing,842.76,pending,pending,"123 Main St, New York, NY 10001",
338,243,2025-10-22T00:00:00,completed,417.05,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Leave at front desk
339,13,2025-09-01T00:00:00,completed,639.28,paid,delivered,"88 River Rd, San Antonio, TX 78201",Leave at front desk
340,200,2025-10-08T00:00:00,pending,262.21,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",Gift
341,103,2025-06-11T00:00:00,processing,342.94,paid,pending,"2500 Elm St, Philadelphia, PA 19103",Gift
342,209,2025-06-04T00:00:00,completed,344.36,paid,delivered,"321 Maple St, Houston, TX 77001",Call before delivery
343,19,2025-06-16T00:00:00,pending,40.48,unpaid,pending,"789 Pine Rd, Chicago, IL 60601",Fraud review
344,6,2025-08-25T00:00:00,completed,638.2,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Leave at front desk
345,63,2025-11-04T00:00:00,shipped,295.1,paid,shipped,"321 Maple St, Houston, TX 77001",Fraud review
346,108,2025-06-14T00:00:00,shipped,125.95,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
347,631,2025-06-20T00:00:00,completed,335.91,paid,delivered,"123 Main St, New York, NY 10001",Holiday promo
348,41,2025-05-23T00:00:00,completed,251.55,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Fraud review
349,107,2025-09-16T00:00:00,cancelled,776.45,refunded,cancelled,"77 Hill St, San Jose, CA 95101",Call before delivery
350,202,2025-07-17T00:00:00,pending,596.08,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",
351,527,2025-10-16T00:00:00,completed,998.23,paid,delivered,"77 Hill St, San Jose, CA 95101",Gift
352,392,2025-07-29T00:00:00,completed,132.15,paid,delivered,"789 Pine Rd, Chicago, IL 60601",High priority
353,163,2025-08-16T00:00:00,cancelled,146.36,unpaid,cancelled,"88 River Rd, San Antonio, TX 78201",Call before delivery
354,95,2025-07-28T00:00:00,completed,593.14,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Leave at front desk
355,478,2025-06-01T00:00:00,completed,452.35,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Gift
356,277,2025-05-26T00:00:00,processing,711.52,failed,pending,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
357,328,2025-08-05T00:00:00,shipped,5.97,pending,shipped,"88 River Rd, San Antonio, TX 78201",Holiday promo
358,,2025-07-10T00:00:00,completed,964.44,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Fraud review
359,194,2025-05-31T00:00:00,processing,211.54,failed,pending,"321 Maple St, Houston, TX 77001",Deliver to neighbor if absent
360,599,2025-10-18T00:00:00,shipped,234.38,paid,in_transit,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
361,575,2025-09-01T00:00:00,completed,517.67,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Leave at front desk
362,351,2025-10-03T00:00:00,pending,865.14,unpaid,pending,"789 Pine Rd, Chicago, IL 60601",Leave at front desk
363,237,2025-09-29T00:00:00,pending,770.15,unpaid,pending,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent
364,543,2025-06-13T00:00:00,cancelled,102.84,unpaid,cancelled,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
365,570,2025-08-14T00:00:00,pending,676.62,unpaid,pending,"2500 Elm St, Philadelphia, PA 19103",Holiday promo
366,461,2025-07-08T00:00:00,processing,292.24,failed,pending,"321 Maple St, Houston, TX 77001",Deliver to neighbor if absent
367,78,2025-07-31T00:00:00,shipped,479.13,pending,in_transit,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
368,560,2025-09-01T00:00:00,processing,103.69,failed,pending,"789 Pine Rd, Chicago, IL 60601",INTENTIONAL_TOTAL_MISMATCH
369,195,2025-08-16T00:00:00,cancelled,56.99,unpaid,cancelled,"2500 Elm St, Philadelphia, PA 19103",Gift
370,,2025-10-12T00:00:00,processing,349.32,paid,pending,"555 Cedar Ln, Phoenix, AZ 85001",Deliver to neighbor if absent
371,195,2025-06-27T00:00:00,completed,33.53,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Call before delivery
372,355,2025-09-30T00:00:00,completed,937.05,paid,delivered,"123 Main St, New York, NY 10001",Holiday promo
373,135,2025-09-24T00:00:00,completed,969.74,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Gift
374,27,2025-09-01T00:00:00,processing,233.33,failed,pending,"123 Main St, New York, NY 10001",Deliver to neighbor if absent
375,486,2025-08-01T00:00:00,pending,117.94,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",High priority
376,402,2025-08-31T00:00:00,completed,829.97,paid,delivered,"321 Maple St, Houston, TX 77001",
377,89,2025-11-03T00:00:00,pending,518.61,unpaid,pending,"321 Maple St, Houston, TX 77001",
378,145,2025-06-01T00:00:00,shipped,730.66,paid,delivered,"123 Main St, New York, NY 10001",Deliver to neighbor if absent
379,270,2025-10-22T00:00:00,completed,935.2,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
380,680,2025-10-28T00:00:00,completed,697.55,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
381,41,2025-07-11T00:00:00,completed,824.09,paid,delivered,"321 Maple St, Houston, TX 77001",Holiday promo
382,46,2025-06-03T00:00:00,shipped,323.39,pending,in_transit,"2500 Elm St, Philadelphia, PA 19103",High priority
383,517,2025-10-27T00:00:00,shipped,303.31,pending,delivered,"321 Maple St, Houston, TX 77001",Call before delivery
384,295,2025-07-11T00:00:00,completed,63.79,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",INTENTIONAL_TOTAL_MISMATCH
385,684,2025-05-29T00:00:00,completed,845.79,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Gift
386,255,2025-05-24T00:00:00,completed,734.55,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
387,568,2025-07-28T00:00:00,pending,476.91,unpaid,pending,"17 Sunset Blvd, San Diego, CA 92101",High priority
388,356,2025-09-25T00:00:00,completed,634.76,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Gift
389,71,2025-08-11T00:00:00,completed,502.47,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Holiday promo
390,438,2025-06-10T00:00:00,completed,543.69,paid,delivered,"123 Main St, New York, NY 10001",Deliver to neighbor if absent
391,656,2025-06-04T00:00:00,processing,452.74,paid,pending,"321 Maple St, Houston, TX 77001",Holiday promo
392,71,2025-05-23T00:00:00,cancelled,619.37,unpaid,cancelled,"2500 Elm St, Philadelphia, PA 19103",Holiday promo
393,276,2025-10-25T00:00:00,processing,626.19,pending,pending,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
394,,2025-09-27T00:00:00,completed,889.99,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",
395,330,2025-06-27T00:00:00,shipped,238.61,pending,in_transit,"17 Sunset Blvd, San Diego, CA 92101",Fraud review
396,351,2025-10-16T00:00:00,pending,451.26,unpaid,pending,"123 Main St, New York, NY 10001",High priority
397,678,2025-06-16T00:00:00,pending,300.97,unpaid,pending,"77 Hill St, San Jose, CA 95101",Leave at front desk
398,522,2025-08-04T00:00:00,processing,124.44,paid,pending,"402 Lakeview Dr, Dallas, TX 75201",
399,696,2025-09-26T00:00:00,pending,395.44,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",Deliver to neighbor if absent
400,326,2025-10-17T00:00:00,completed,624.94,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",
401,649,2025-05-12T00:00:00,processing,313.27,pending,pending,"321 Maple St, Houston, TX 77001",
402,114,2025-06-16T00:00:00,pending,543.49,unpaid,pending,"123 Main St, New York, NY 10001",Call before delivery
403,165,2025-07-06T00:00:00,completed,717.0,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
404,361,2025-10-09T00:00:00,pending,11.71,unpaid,pending,"17 Sunset Blvd, San Diego, CA 92101",Call before delivery
405,215,2025-08-02T00:00:00,completed,551.86,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",High priority
406,229,2025-09-24T00:00:00,processing,17.13,paid,pending,"789 Pine Rd, Chicago, IL 60601",Holiday promo
407,82,2025-10-13T00:00:00,completed,399.01,paid,delivered,"321 Maple St, Houston, TX 77001",Call before delivery
408,654,2025-06-21T00:00:00,completed,122.43,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Holiday promo
409,624,2025-10-02T00:00:00,completed,446.54,paid,delivered,"123 Main St, New York, NY 10001",Gift | INTENTIONAL_TOTAL_MISMATCH
410,375,2025-09-24T00:00:00,completed,586.35,paid,delivered,"88 River Rd, San Antonio, TX 78201",Gift
411,660,2025-05-15T00:00:00,processing,203.51,pending,pending,"789 Pine Rd, Chicago, IL 60601",Holiday promo
412,369,2025-08-16T00:00:00,completed,605.28,paid,delivered,"123 Main St, New York, NY 10001",Deliver to neighbor if absent
413,371,2025-09-13T00:00:00,completed,791.67,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",
414,197,2025-05-16T00:00:00,cancelled,53.35,refunded,cancelled,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery | INTENTIONAL_TOTAL_MISMATCH
415,448,2025-09-16T00:00:00,completed,60.44,paid,delivered,"88 River Rd, San Antonio, TX 78201",Holiday promo | INTENTIONAL_TOTAL_MISMATCH
416,563,2025-08-06T00:00:00,shipped,327.09,pending,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
417,589,2025-08-31T00:00:00,completed,434.51,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",High priority
418,194,2025-05-23T00:00:00,processing,211.47,pending,pending,"321 Maple St, Houston, TX 77001",Holiday promo
419,122,2025-05-31T00:00:00,shipped,99.99,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Deliver to neighbor if absent
420,379,2025-10-13T00:00:00,completed,814.68,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Deliver to neighbor if absent | INTENTIONAL_TOTAL_MISMATCH
421,309,2025-05-26T00:00:00,shipped,882.15,paid,delivered,"123 Main St, New York, NY 10001",Fraud review
422,182,2025-09-19T00:00:00,shipped,966.79,paid,shipped,"88 River Rd, San Antonio, TX 78201",
423,383,2025-08-21T00:00:00,completed,125.41,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
424,541,2025-08-18T00:00:00,completed,478.27,paid,delivered,"77 Hill St, San Jose, CA 95101",Gift | INTENTIONAL_TOTAL_MISMATCH
425,262,2025-09-14T00:00:00,pending,285.73,unpaid,pending,"17 Sunset Blvd, San Diego, CA 92101",Call before delivery
426,688,2025-06-26T00:00:00,completed,961.35,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery
427,16,2025-11-06T00:00:00,processing,614.3,failed,pending,"555 Cedar Ln, Phoenix, AZ 85001",
428,613,2025-10-24T00:00:00,shipped,499.55,paid,in_transit,"321 Maple St, Houston, TX 77001",Holiday promo
429,99,2025-08-31T00:00:00,completed,928.94,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Holiday promo
430,453,2025-10-22T00:00:00,processing,404.01,paid,pending,"123 Main St, New York, NY 10001",
431,427,2025-09-19T00:00:00,pending,503.47,unpaid,pending,"789 Pine Rd, Chicago, IL 60601",Holiday promo
432,553,2025-10-30T00:00:00,completed,572.28,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Gift
433,542,2025-10-28T00:00:00,processing,983.44,paid,pending,"123 Main St, New York, NY 10001",Call before delivery
434,595,2025-10-20T00:00:00,cancelled,146.84,refunded,cancelled,"321 Maple St, Houston, TX 77001",Leave at front desk
435,466,2025-05-16T00:00:00,shipped,790.02,paid,delivered,"321 Maple St, Houston, TX 77001",
436,550,2025-09-07T00:00:00,processing,68.85,failed,pending,"2500 Elm St, Philadelphia, PA 19103",Deliver to neighbor if absent
437,503,2025-08-15T00:00:00,shipped,391.82,paid,in_transit,"789 Pine Rd, Chicago, IL 60601",Gift
438,481,2025-09-11T00:00:00,processing,381.61,pending,pending,"789 Pine Rd, Chicago, IL 60601",Deliver to neighbor if absent | INTENTIONAL_TOTAL_MISMATCH
439,85,2025-10-03T00:00:00,completed,787.98,paid,delivered,"88 River Rd, San Antonio, TX 78201",High priority
440,515,2025-06-27T00:00:00,completed,133.57,paid,delivered,"77 Hill St, San Jose, CA 95101",Holiday promo
441,389,2025-06-29T00:00:00,completed,268.8,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Fraud review
442,185,2025-11-01T00:00:00,shipped,972.64,pending,delivered,"402 Lakeview Dr, Dallas, TX 75201",High priority
443,562,2025-05-26T00:00:00,completed,138.59,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
444,635,2025-08-30T00:00:00,processing,59.17,pending,pending,"789 Pine Rd, Chicago, IL 60601",Holiday promo
445,268,2025-08-12T00:00:00,completed,469.34,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Gift
446,506,2025-07-29T00:00:00,shipped,337.37,pending,shipped,"402 Lakeview Dr, Dallas, TX 75201",Gift
447,420,2025-09-07T00:00:00,pending,795.81,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",
448,491,2025-09-16T00:00:00,pending,131.83,unpaid,pending,"77 Hill St, San Jose, CA 95101",Fraud review
449,160,2025-05-17T00:00:00,pending,48.49,unpaid,pending,"17 Sunset Blvd, San Diego, CA 92101",High priority
450,399,2025-10-05T00:00:00,completed,542.36,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
451,468,2025-08-31T00:00:00,completed,182.88,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
452,447,2025-06-15T00:00:00,completed,640.55,paid,delivered,"88 River Rd, San Antonio, TX 78201",High priority
453,189,2025-08-17T00:00:00,completed,408.75,paid,delivered,"123 Main St, New York, NY 10001",
454,696,2025-06-30T00:00:00,processing,838.33,failed,pending,"77 Hill St, San Jose, CA 95101",Deliver to neighbor if absent
455,479,2025-10-28T00:00:00,completed,250.32,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",
456,349,2025-06-02T00:00:00,completed,265.52,paid,delivered,"789 Pine Rd, Chicago, IL 60601",High priority
457,293,2025-10-01T00:00:00,processing,460.45,failed,pending,"456 Oak Ave, Los Angeles, CA 90001",Fraud review
458,626,2025-08-06T00:00:00,completed,681.67,paid,delivered,"123 Main St, New York, NY 10001",Gift
459,214,2025-06-17T00:00:00,shipped,595.79,paid,shipped,"88 River Rd, San Antonio, TX 78201",Gift
460,108,2025-09-03T00:00:00,completed,300.12,paid,delivered,"77 Hill St, San Jose, CA 95101",
461,667,2025-08-12T00:00:00,processing,369.91,pending,pending,"123 Main St, New York, NY 10001",High priority
462,236,2025-07-28T00:00:00,cancelled,343.74,refunded,cancelled,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
